192.168.0.175,1553749645,94156,0,2008,92148,0,87338,0,131358,0,672,130686,0,126184,0
0.0.0.0,1553749645,987326,0,113020,874214,0,863945,0,13371791,1160,95131,13275500,0,13266415,0
192.168.0.181,1553749645,86538,0,28812,57726,0,55596,0,118317,0,22779,95538,0,93315,0
192.168.0.176,1553749645,72694,0,4944,67750,0,67750,0,120077,0,3268,116809,0,116809,0
192.168.0.188,1553749645,33758,0,25019,8739,0,8295,0,42020,0,19160,22860,0,22492,0
192.168.0.162,1553749645,7981,0,0,7981,0,7321,0,20745,0,0,20745,0,20241,0
192.168.0.126,1553749645,2816,0,2816,0,0,0,0,2806,0,2806,0,0,0,0
192.168.0.10,1553749645,388733,0,3990,384743,0,384071,0,10448469,0,2952,10445517,0,10445101,0
192.168.0.158,1553749645,76900,0,3302,73598,0,73598,0,951334,0,4452,946882,0,946882,0
192.168.0.177,1553749645,88429,0,6484,81945,0,81945,0,126056,0,7137,118919,0,118919,0
192.168.0.186,1553749645,101186,0,8136,93050,0,93050,0,1371867,0,5935,1365932,0,1365932,0
192.168.0.178,1553749645,2520,0,2520,0,0,0,0,2476,0,2476,0,0,0,0
192.168.0.121,1553749645,2784,0,2784,0,0,0,0,2700,224,2476,0,0,0,0
192.168.0.11,1553749645,396,0,396,0,0,0,0,396,0,396,0,0,0,0
192.168.0.182,1553749645,8703,0,5804,2899,0,2899,0,10379,0,4548,5831,0,5831,0
192.168.0.123,1553749645,3204,0,3204,0,0,0,0,3412,936,2476,0,0,0,0
192.168.0.184,1553749645,1428,0,780,648,0,0,0,948,0,560,388,0,0,0
192.168.0.166,1553749645,5740,0,4924,816,0,0,0,5644,0,5012,632,0,0,0
192.168.0.179,1553749645,1970,0,1970,0,0,0,0,1857,0,1857,0,0,0,0
192.168.0.132,1553749645,2520,0,2520,0,0,0,0,2476,0,2476,0,0,0,0
192.168.0.133,1553749645,2171,0,2171,0,0,0,0,2253,0,2253,0,0,0,0
192.168.0.255,1553749645,0,0,0,0,0,0,0,1440,0,1440,0,0,0,0
192.168.0.169,1553749645,2518,0,436,2082,0,2082,0,4709,0,0,4709,0,4709,0
192.168.0.151,1553749645,89,0,0,89,0,0,0,52,0,0,52,0,0,0
192.168.0.2,1553749645,92,0,0,0,0,0,0,0,0,0,0,0,0,0
192.168.0.181,1553749846,132562,0,70175,62387,0,57743,0,118912,0,31461,87451,0,83159,0
0.0.0.0,1553749846,1051713,0,191102,860427,0,849173,0,12732311,936,107363,12624012,0,12614620,0
192.168.0.162,1553749846,8228,0,0,8228,0,7504,0,20693,0,0,20693,0,20213,0
192.168.0.175,1553749846,107007,0,6776,100231,0,97896,0,168848,0,7013,161835,0,159352,0
192.168.0.184,1553749846,1566,0,702,864,0,0,0,952,0,504,448,0,0,0
192.168.0.178,1553749846,2002,0,2002,0,0,0,0,1857,0,1857,0,0,0,0
192.168.0.166,1553749846,5502,0,4778,724,0,0,0,4419,0,3875,544,0,0,0
192.168.0.177,1553749846,88383,0,5000,83383,0,83383,0,113942,0,3364,110578,0,110578,0
192.168.0.176,1553749846,71886,0,3502,68384,0,68384,0,155607,0,2691,152916,0,152916,0
192.168.0.158,1553749846,77585,0,1944,75641,0,75641,0,1069680,0,0,1069680,0,1069680,0
192.168.0.10,1553749846,380722,0,3658,377064,0,376560,0,10826759,0,4445,10822314,0,10822002,0
192.168.0.186,1553749846,74772,0,9222,65550,0,65550,0,106910,0,7409,99501,0,99501,0
192.168.0.188,1553749846,82313,0,64431,17882,0,16512,0,126032,0,28072,97960,0,97179,0
192.168.0.121,1553749846,1970,0,1970,0,0,0,0,1857,0,1857,0,0,0,0
192.168.0.123,1553749846,2654,0,2654,0,0,0,0,2793,936,1857,0,0,0,0
192.168.0.179,1553749846,1970,0,1970,0,0,0,0,1857,0,1857,0,0,0,0
192.168.0.132,1553749846,1970,0,1970,0,0,0,0,1857,0,1857,0,0,0,0
192.168.0.133,1553749846,2788,0,2788,0,0,0,0,3004,0,3004,0,0,0,0
192.168.0.182,1553749846,4733,0,4733,0,0,0,0,3759,0,3759,0,0,0,0
192.168.0.126,1553749846,2168,0,2168,0,0,0,0,2055,0,2055,0,0,0,0
192.168.0.2,1553749846,184,0,0,0,0,0,0,0,0,0,0,0,0,0
192.168.0.11,1553749846,198,0,198,0,0,0,0,198,0,198,0,0,0,0
192.168.0.169,1553749846,461,0,461,0,0,0,0,268,0,228,40,0,40,0
192.168.0.151,1553749846,89,0,0,89,0,0,0,52,0,0,52,0,0,0
192.168.0.176,1553750047,102602,0,4880,97722,0,97722,0,161862,0,2595,159267,0,159267,0
0.0.0.0,1553750047,978823,0,112914,865725,0,856231,0,13082806,1472,80492,13000842,0,12992655,0
192.168.0.181,1553750047,87472,0,26898,60574,0,58444,0,100610,0,20265,80345,0,78122,0
192.168.0.10,1553750047,363997,0,4165,359832,0,359160,0,11232609,0,3885,11228724,0,11228308,0
192.168.0.175,1553750047,93541,0,7654,85887,0,82817,0,129563,0,4573,124990,0,121763,0
192.168.0.158,1553750047,81439,0,1923,79516,0,79516,0,1113748,0,0,1113748,0,1113748,0
192.168.0.177,1553750047,96747,0,4329,92418,0,92418,0,142884,0,2818,140066,0,140066,0
192.168.0.186,1553750047,81295,0,20601,60694,0,60694,0,104828,0,9981,94847,0,94847,0
192.168.0.188,1553750047,35183,0,15858,19325,0,17955,0,47929,0,11103,36826,0,36045,0
192.168.0.123,1553750047,2882,0,2882,0,0,0,0,3105,1248,1857,0,0,0,0
192.168.0.121,1553750047,2234,0,2234,0,0,0,0,2081,224,1857,0,0,0,0
192.168.0.182,1553750047,4294,0,4294,0,0,0,0,4107,0,4107,0,0,0,0
192.168.0.166,1553750047,5914,0,5034,880,0,0,0,5011,0,4339,672,0,0,0
192.168.0.162,1553750047,8458,0,229,8229,0,7505,0,20969,0,0,20969,0,20489,0
192.168.0.184,1553750047,1428,0,780,648,0,0,0,948,0,560,388,0,0,0
192.168.0.179,1553750047,2520,0,2520,0,0,0,0,2476,0,2476,0,0,0,0
192.168.0.132,1553750047,1970,0,1970,0,0,0,0,1857,0,1857,0,0,0,0
192.168.0.133,1553750047,2171,0,2171,0,0,0,0,2253,0,2253,0,0,0,0
192.168.0.126,1553750047,2168,0,2168,0,0,0,0,2055,0,2055,0,0,0,0
192.168.0.178,1553750047,1970,0,1970,0,0,0,0,1857,0,1857,0,0,0,0
192.168.0.11,1553750047,198,0,198,0,0,0,0,198,0,198,0,0,0,0
192.168.0.2,1553750047,184,0,0,0,0,0,0,0,0,0,0,0,0,0
192.168.0.255,1553750047,0,0,0,0,0,0,0,1856,0,1856,0,0,0,0
192.168.0.169,1553750047,156,0,156,0,0,0,0,0,0,0,0,0,0,0
192.168.0.158,1553750248,74125,0,1212,72913,0,72913,0,946563,0,0,946563,0,946563,0
0.0.0.0,1553750248,823289,0,138030,685167,0,677301,0,6931779,1160,99927,6830692,0,6823758,0
192.168.0.181,1553750248,95285,0,37140,58145,0,56015,0,111188,0,26721,84467,0,82244,0
192.168.0.176,1553750248,75013,0,7865,67148,0,67148,0,122328,0,5900,116428,0,116428,0
192.168.0.186,1553750248,60531,0,8290,52241,0,52241,0,69542,0,7017,62525,0,62525,0
192.168.0.177,1553750248,95684,0,4706,90978,0,90978,0,123702,0,3331,120371,0,120371,0
192.168.0.121,1553750248,5382,0,5382,0,0,0,0,5140,224,4916,0,0,0,0
192.168.0.175,1553750248,99265,0,7963,91302,0,88967,0,141332,0,672,140660,0,138177,0
192.168.0.10,1553750248,239025,0,3295,235730,0,235058,0,5331720,0,1798,5329922,0,5329506,0
192.168.0.126,1553750248,2784,0,2784,0,0,0,0,2740,0,2740,0,0,0,0
192.168.0.188,1553750248,45070,0,33882,11188,0,10744,0,47838,0,22493,25345,0,24977,0
192.168.0.11,1553750248,264,0,264,0,0,0,0,264,0,264,0,0,0,0
192.168.0.178,1553750248,2520,0,2520,0,0,0,0,2476,0,2476,0,0,0,0
192.168.0.162,1553750248,3845,0,0,3845,0,3237,0,3407,0,0,3407,0,2967,0
192.168.0.123,1553750248,3204,0,3204,0,0,0,0,3412,936,2476,0,0,0,0
192.168.0.182,1553750248,5700,0,5700,0,0,0,0,5012,0,5012,0,0,0,0
192.168.0.166,1553750248,7184,0,6460,724,0,0,0,6353,0,5849,504,0,0,0
192.168.0.179,1553750248,1970,0,1970,0,0,0,0,1857,0,1857,0,0,0,0
192.168.0.132,1553750248,2520,0,2520,0,0,0,0,2476,0,2476,0,0,0,0
192.168.0.184,1553750248,1566,0,702,864,0,0,0,952,0,504,448,0,0,0
192.168.0.133,1553750248,2171,0,2171,0,0,0,0,2253,0,2253,0,0,0,0
192.168.0.255,1553750248,0,0,0,0,0,0,0,1172,0,1172,0,0,0,0
192.168.0.151,1553750248,89,0,0,89,0,0,0,52,0,0,52,0,0,0
192.168.0.2,1553750248,92,0,0,0,0,0,0,0,0,0,0,0,0,0
192.168.0.176,1553750449,76153,0,5754,70399,0,70399,0,136170,0,4471,131699,0,131699,0
0.0.0.0,1553750449,922568,0,106558,815826,0,806410,0,12632902,936,84126,12547840,0,12539760,0
192.168.0.175,1553750449,88504,0,2008,86496,0,84202,0,129408,0,672,128736,0,126305,0
192.168.0.181,1553750449,84083,0,21931,62152,0,59312,0,101357,0,14888,86469,0,83505,0
192.168.0.166,1553750449,5738,0,4922,816,0,0,0,4779,0,4107,672,0,0,0
192.168.0.186,1553750449,86621,0,17079,69542,0,69542,0,122119,0,15974,106145,0,106145,0
192.168.0.158,1553750449,80942,0,1212,79730,0,79730,0,1117110,0,0,1117110,0,1117110,0
192.168.0.177,1553750449,87214,0,7671,79543,0,79543,0,107998,0,5486,102512,0,102512,0
192.168.0.10,1553750449,354858,0,2716,352142,0,351638,0,10850828,0,3021,10847807,0,10847495,0
192.168.0.188,1553750449,27817,0,21952,5865,0,4537,0,21718,0,16185,5533,0,4805,0
192.168.0.162,1553750449,8231,0,0,8231,0,7507,0,20664,0,0,20664,0,20184,0
192.168.0.184,1553750449,1428,0,780,648,0,0,0,896,0,560,336,0,0,0
192.168.0.123,1553750449,2654,0,2654,0,0,0,0,2793,936,1857,0,0,0,0
192.168.0.179,1553750449,1970,0,1970,0,0,0,0,1857,0,1857,0,0,0,0
192.168.0.132,1553750449,1970,0,1970,0,0,0,0,1857,0,1857,0,0,0,0
192.168.0.133,1553750449,2788,0,2788,0,0,0,0,3004,0,3004,0,0,0,0
192.168.0.126,1553750449,2168,0,2168,0,0,0,0,2055,0,2055,0,0,0,0
192.168.0.182,1553750449,4845,0,4845,0,0,0,0,3991,0,3991,0,0,0,0
192.168.0.178,1553750449,1970,0,1970,0,0,0,0,1857,0,1857,0,0,0,0
192.168.0.2,1553750449,184,0,0,0,0,0,0,0,0,0,0,0,0,0
192.168.0.121,1553750449,1970,0,1970,0,0,0,0,1857,0,1857,0,0,0,0
192.168.0.11,1553750449,198,0,198,0,0,0,0,198,0,198,0,0,0,0
192.168.0.169,1553750449,173,0,0,173,0,0,0,105,0,0,105,0,0,0
192.168.0.255,1553750449,0,0,0,0,0,0,0,229,0,229,0,0,0,0
192.168.0.151,1553750449,89,0,0,89,0,0,0,52,0,0,52,0,0,0
192.168.0.158,1553750650,114677,0,34070,80607,0,80607,0,1119416,0,2440,1116976,0,1116976,0
0.0.0.0,1553750650,869400,0,135744,733472,0,724046,0,7576351,1160,90205,7484986,0,7476835,0
192.168.0.177,1553750650,95467,0,8959,86508,0,86508,0,133850,0,7756,126094,0,126094,0
192.168.0.181,1553750650,92248,0,29453,62795,0,60665,0,109464,0,22124,87340,0,85117,0
192.168.0.175,1553750650,94763,0,1144,93619,0,90574,0,144669,0,576,144093,0,140869,0
192.168.0.176,1553750650,91458,0,6420,85038,0,85038,0,206657,0,7527,199130,0,199130,0
192.168.0.10,1553750650,248198,0,3866,244332,0,243660,0,5672065,0,2931,5669134,0,5668718,0
192.168.0.186,1553750650,68921,0,10943,57978,0,57978,0,104355,0,9508,94847,0,94847,0
192.168.0.123,1553750650,5198,0,5198,0,0,0,0,5213,936,4277,0,0,0,0
192.168.0.188,1553750650,21949,0,8986,12963,0,11635,0,33085,0,7652,25433,0,24705,0
192.168.0.162,1553750650,8041,0,0,8041,0,7381,0,20819,0,0,20819,0,20379,0
192.168.0.179,1553750650,2520,0,2520,0,0,0,0,2476,0,2476,0,0,0,0
192.168.0.132,1553750650,1970,0,1970,0,0,0,0,1857,0,1857,0,0,0,0
192.168.0.182,1553750650,4462,0,4462,0,0,0,0,4455,0,4455,0,0,0,0
192.168.0.184,1553750650,1428,0,780,648,0,0,0,896,0,560,336,0,0,0
192.168.0.133,1553750650,2171,0,2171,0,0,0,0,2253,0,2253,0,0,0,0
192.168.0.126,1553750650,2784,0,2784,0,0,0,0,2806,0,2806,0,0,0,0
192.168.0.178,1553750650,4004,0,4004,0,0,0,0,3686,0,3686,0,0,0,0
192.168.0.166,1553750650,5777,0,4834,943,0,0,0,4775,0,3991,784,0,0,0
192.168.0.121,1553750650,2784,0,2784,0,0,0,0,2700,224,2476,0,0,0,0
192.168.0.11,1553750650,396,0,396,0,0,0,0,396,0,396,0,0,0,0
192.168.0.2,1553750650,184,0,0,0,0,0,0,0,0,0,0,0,0,0
192.168.0.255,1553750650,0,0,0,0,0,0,0,458,0,458,0,0,0,0
192.168.0.176,1553750851,72580,0,5229,67351,0,67351,0,120154,0,3364,116790,0,116790,0
0.0.0.0,1553750851,1022213,0,128102,894019,0,885703,0,13931969,1160,97412,13833397,0,13825951,0
192.168.0.175,1553750851,83503,0,2008,81495,0,79201,0,105362,0,672,104690,0,102259,0
192.168.0.181,1553750851,95276,0,35181,60095,0,57965,0,118501,0,29843,88658,0,86435,0
192.168.0.177,1553750851,86600,0,5000,81600,0,81600,0,122006,0,3364,118642,0,118642,0
192.168.0.158,1553750851,74921,0,1923,72998,0,72998,0,945494,0,0,945494,0,945494,0
192.168.0.162,1553750851,10307,0,557,9750,0,8807,0,32586,0,0,32586,0,31802,0
192.168.0.10,1553750851,417069,0,4356,412713,0,412041,0,12130739,0,3966,12126773,0,12126357,0
192.168.0.186,1553750851,110909,0,13171,97738,0,97738,0,289033,0,12309,276724,0,276724,0
192.168.0.255,1553750851,0,0,0,0,0,0,0,1242,0,1242,0,0,0,0
